순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급,일본어 뜻
4028,튀어나오다,동,동사,動詞,,C,"飛び出す, 突き出る"
3446,트럭,명,명사,名詞,truck,C,トラック
2640,트이다,동,동사,動詞,,C,開ける
10311,특급,명,명사,名詞,特級,C,特級
1145,특별,명,명사,名詞,特別,B,特別
1693,특별하다,형,형용사,形容詞,特別-,B,特別だ
2728,특별히,부,부사,副詞,特別-,B,特別に
1102,특성,명,명사,名詞,特性,C,特性
2815,특수,명,명사,名詞,特殊,C,特殊
5691,특수성,명,명사,名詞,特殊性,C,特殊性
4661,특이하다,형,형용사,形容詞,特異-,C,特異だ
2459,특정하다,형,형용사,形容詞,特定-,C,特定する
829,특징,명,명사,名詞,特徵,B,特徴
192,특히,부,부사,副詞,特-,B,特に
2948,튼튼하다,형,형용사,形容詞,,B,"丈夫だ, 頑丈だ"
9829,튼튼히,부,부사,副詞,,C,"丈夫に, 頑丈に"
1405,틀,명,명사,名詞,,C,"型, 鋳型, 金型"
2122,틀다,동,동사,動詞,,B,"捻る, 回す"
1837,틀리다,동,동사,動詞,답이 ~,B,"間違う, 間違える"
1768,틀림없다,형,형용사,形容詞,,B,"間違いない, 確かだ"
4848,틀림없이,부,부사,副詞,,C,"間違いなく, 確か"
1955,틈,명,명사,名詞,,C,"割れ目, 透き間・隙間"
971,티브이,명,명사,名詞,TV,A,"テレビ,テレビジョン"
9830,티셔츠,명,명사,名詞,T-shirts,B,ティーシャツ
664,팀,명,명사,名詞,team,A,組
3447,파,명,명사,名詞,식물,B,葱
3554,파괴하다,동,동사,動詞,破壞-,C,破壊する
3168,파다,동,동사,動詞,,C,掘る
1998,파도,명,명사,名詞,波濤,B,波
12965,파란색,명,명사,名詞,-色,A,"青色, 青い色"
3506,파랗다,형,형용사,形容詞,,B,青い
5158,파리,"고, 명","고유 명사, 명사","固有名詞, 名詞",Paris,B,蠅
941,파악하다,동,동사,動詞,把握-,C,把握する
3335,파일,명,명사,名詞,file,B,ファイル
4107,파출소,명,명사,名詞,派出所,C,派出所
4849,파티,명,명사,名詞,party,A,パーティー
3336,판,"명, 의","명사, 의존 명사","名詞, 依存名詞","~이 벌어지다, 마지막 ~, 板, 版",C,"場, 現場"
1526,판결,명,명사,名詞,判決,C,判決
1146,판단,명,명사,名詞,判斷,B,判断
1890,판단하다,동,동사,動詞,判斷-,C,判断する
1280,판매,명,명사,名詞,販賣,B,販売
8598,판매되다,동,동사,動詞,販賣-,C,"販売される, 売られる"
3058,판매하다,동,동사,動詞,販賣-,B,"販売する, 売る"
5836,판사,명,명사,名詞,判事,C,判事
957,팔,"명, 수","명사, 수사","名詞, 数詞","신체의 일부, 八",A,腕
657,팔다,동,동사,動詞,,A,売る
3253,팔리다,동,동사,動詞,,B,"売られる, 売れる"
29719,팔십,수,수사,数詞,八十,A,八十
1527,팔월,명,명사,名詞,八月,A,八月
17797,팝송,명,명사,名詞,pop song,C,ポップソング
5301,패션,명,명사,名詞,fashion,B,ファッション
4317,팩,명,명사,名詞,pack,B,"パック,マスクパック"
17800,팩스,명,명사,名詞,fax,C,"ファックス,ファクシミリ"
7946,팩시밀리,명,명사,名詞,facsimile,C,"ファクシミリ,ファックス"
2816,팬,명,명사,名詞,"애호가, pan",B,パン
7407,팬티,명,명사,名詞,panties,B,"パンティー,ショーツ"
124,퍼센트,의,의존 명사,依存名詞,percent,A,百分率
1596,퍼지다,동,동사,動詞,,C,"広がる, 広くなる"
4570,퍽,부,부사,副詞,~ 궁금하다,C,"凄く, 甚だ, 非常に"
9838,페인트,명,명사,名詞,paint,C,"ペイント,ペンキ"
3507,펴내다,동,동사,動詞,,C,"著す, 発行する"
916,펴다,동,동사,動詞,,B,"広げる, 開く"
939,편,의,의존 명사,依存名詞,"바람이 부는 ~, 기차 ~, 篇",B,"方, 味方"
5570,편견,명,명사,名詞,偏見,C,偏見
2300,편리하다,형,형용사,形容詞,便利-,B,便利だ
2397,편안하다,형,형용사,形容詞,便安-,B,"気楽だ, 心地よい, 平安だ"
4951,편의,명,명사,名詞,便宜,C,便宜
37520,편의점,명,명사,名詞,便宜店,C,"コンビニエンスストア,コンビニ"
952,편지,명,명사,名詞,便紙,A,"手紙, 書簡"
1449,편하다,형,형용사,形容詞,便-,B,"楽だ, 気楽だ, 心地よい"
7409,편히,부,부사,副詞,便-,B,"楽に, 気楽に, 心地よく"
2169,펼쳐지다,동,동사,動詞,,B,"広げられる, 開かれる"
1450,평,"의, 명","의존 명사, 명사","依存名詞, 名詞","坪, 評",C,坪
893,평가,명,명사,名詞,評價,C,評価
3613,평가되다,동,동사,動詞,評價-,C,評価される
2089,평가하다,동,동사,動詞,評價-,C,評価する
1406,평균,명,명사,名詞,平均,C,平均
2785,평범하다,형,형용사,形容詞,平凡-,B,平凡だ
9842,평상시,명,명사,名詞,平常時,C,平常時
2185,평생,명,명사,名詞,平生,B,"一生, 生涯"
1469,평소,명,명사,名詞,平素,B,平素
,평양,고,고유 명사,固有名詞,平壤,C,平壌
10314,평일,명,명사,名詞,平日,B,平日
1373,평화,명,명사,名詞,平和,B,平和
5428,평화롭다,형,형용사,形容詞,平和-,C,"平和だ, 和やかだ"
4952,폐지,명,명사,名詞,廢止,C,廃止
8602,포근하다,형,형용사,形容詞,,C,柔らかい
1501,포기하다,동,동사,動詞,抛棄-,B,"諦める, 放棄する"
8603,포도,명,명사,名詞,葡萄,A,葡萄
4170,포도주,명,명사,名詞,葡萄酒,B,葡萄酒
5159,포스터,명,명사,名詞,poster,B,ポスター
7410,포인트,명,명사,名詞,point,C,"要点, 勘所・肝所"
4246,포장,명,명사,名詞,包裝,B,包装
6155,포장마차,명,명사,名詞,布帳馬車,C,"屋台, 露店"
7411,포크,명,명사,名詞,fork,C,フォーク
5160,포함,명,명사,名詞,包含,C,包含
2148,포함되다,동,동사,動詞,包含-,B,"包含される, 含まれる"
1128,포함하다,동,동사,動詞,包含-,B,"包含する, 含む"
1543,폭,명,명사,名詞,幅,B,幅
3448,폭넓다,형,형용사,形容詞,幅-,C,幅広い
1425,폭력,명,명사,名詞,暴力,C,暴力
2090,표,명,명사,名詞,"表, 票",A,"切符, 券"
2488,표면,명,명사,名詞,表面,C,表面
5429,표시,명,명사,名詞,"表示, 標示",C,表示
4318,표시하다,동,동사,動詞,"表示-, 標示-",B,"表示する, 記す"
396,표정,명,명사,名詞,表情,B,表情
4029,표준,명,명사,名詞,標準,C,標準
524,표현,명,명사,名詞,表現,B,表現
3449,표현되다,동,동사,動詞,表現-,C,"表現される, 表される"
730,표현하다,동,동사,動詞,表現-,B,"表現する, 表す"
6156,푸다,동,동사,動詞,,C,"掬う, 装う"
1227,푸르다,형,형용사,形容詞,,B,"青い, 青青とする"
4478,푹,부,부사,副詞,,B,"ぐっすり,ゆったり"
2539,풀,명,명사,名詞,"~을 바르다, ~을 베다",B,糊
558,풀다,동,동사,動詞,,B,"解く, 解きほぐす"
1737,풀리다,동,동사,動詞,,B,"解ける, 解きほぐされる"
10321,풀어지다,동,동사,動詞,,C,"解ける, 解きほぐされる"
3095,품,명,명사,名詞,옷이 ~이 크다,C,"胸幅, 身幅"
3254,품다,동,동사,動詞,가슴에 ~,C,"抱く, 抱える"
2673,품목,명,명사,名詞,品目,C,品目
2729,품질,명,명사,名詞,品質,C,品質
2398,풍경,명,명사,名詞,風景,B,風景
1903,풍부하다,형,형용사,形容詞,豊富-,C,"豊富だ, 豊かだ"
4571,풍속,명,명사,名詞,風俗,C,風俗
3380,풍습,명,명사,名詞,風習,C,風習
,프랑스,고,고유 명사,固有名詞,France,A,フランス
1769,프로,명,명사,名詞,"professional, program",B,"プロ,プロフェッショナル"
356,프로그램,명,명사,名詞,program,B,プログラム
5302,프린터,명,명사,名詞,printer,C,印刷機
5572,플라스틱,명,명사,名詞,plastic,B,プラスチック
1811,피,명,명사,名詞,~를 흘리다,B,"血, 血液"
9395,피곤,명,명사,名詞,疲困,C,"疲れ, 疲労, 草臥れ"
2641,피곤하다,형,형용사,形容詞,疲困-,A,疲れる
1770,피다,동,동사,動詞,꽃이 ~,B,"咲く, 開く"
5303,피디,명,명사,名詞,PD,C,プロデューサー
3135,피로,명,명사,名詞,疲勞,B,"疲労, 疲れ, 草臥れ"
8981,피로하다,형,형용사,形容詞,疲勞-,B,"疲れる, 草臥れる"
6158,피망,명,명사,名詞,&프piment,C,ピーマン
1194,피부,명,명사,名詞,皮膚,B,皮膚
2984,피시,명,명사,名詞,PC,B,"PC,パーソナルコンピューター,パソコン"
4572,피아노,명,명사,名詞,piano,A,ピアノ
1239,피우다,동,동사,動詞,,A,咲かせる
8264,피자,명,명사,名詞,&이pizza,A,"ピザ,ピッツァ"
818,피하다,동,동사,動詞,避-,C,"避ける, 逃れる, 免れる"
1049,피해,명,명사,名詞,被害,C,被害
3337,피해자,명,명사,名詞,被害者,C,被害者
6159,필름,명,명사,名詞,film,B,フィルム
6926,필수,명,명사,名詞,必須,C,必修
3338,필수적,명,명사,名詞,必須的,C,必須的
4662,필연적,명,명사,名詞,必然的,C,必然的
342,필요,명,명사,名詞,必要,A,必要
2091,필요성,명,명사,名詞,必要性,C,必要性
251,필요하다,형,형용사,形容詞,必要-,A,必要だ
2051,필자,명,명사,名詞,筆者,C,筆者
19748,필통,명,명사,名詞,筆筒,B,筆筒
4573,핑계,명,명사,名詞,,C,口実
8982,하,명,명사,名詞,下,C,下
3169,하긴,부,부사,副詞,,C,"確かに, 尤も"
119,하나,"수, 명","수사, 명사","数詞, 名詞",,A,"一つ, 一丸"
8605,하나님,명,명사,名詞,,C,ハナニム
5304,하나하나,"명, 부","명사, 부사","名詞, 副詞",,C,"一一, 一つ一つ"
3555,하느님,명,명사,名詞,,C,"神, 神様"
344,하늘,명,명사,名詞,,A,"天, 空"
2,하다,"보, 동","보조 용언, 동사","補助用言, 動詞",,A,"為る, 遣る, 成す・為す"
3614,하도,부,부사,副詞,,C,あまりにも
3509,하드웨어,명,명사,名詞,hardware,C,ハードウェア
361,하루,명,명사,名詞,,B,一日
4663,하룻밤,명,명사,名詞,,C,一晩
5431,하반기,명,명사,名詞,下半期,C,下半期
3898,하숙집,명,명사,名詞,下宿-,B,下宿
12197,하순,명,명사,名詞,下旬,C,下旬
57151,하얀색,명,명사,名詞,-色,B,白色
1528,하얗다,형,형용사,形容詞,,B,白い
2753,하여튼,부,부사,副詞,何如-,B,何はともあれ
467,하지만,부,부사,副詞,,A,"しかし,だけれども,だけれど,だけど"
2301,하천,명,명사,名詞,河川,C,河川
6928,하품,명,명사,名詞,,B,欠伸
3960,하필,부,부사,副詞,何必,C,選りに選って
3255,하하,부,부사,副詞,,B,"はは,わはは,あはは"
7663,학과,명,명사,名詞,學科,C,学科
125,학교,명,명사,名詞,學校,A,学校
9853,학교생활,명,명사,名詞,學校生活,C,学校生活
3899,학급,명,명사,名詞,學級,C,"組, 学級"
2515,학기,명,명사,名詞,學期,B,学期
512,학년,명,명사,名詞,學年,A,学年
8610,학력,명,명사,名詞,學歷,C,学歴
3450,학번,명,명사,名詞,學番,C,学籍番号
3301,학부모,명,명사,名詞,學父母,C,"保護者, 父兄"
9398,학비,명,명사,名詞,學費,C,学費
238,학생,명,명사,名詞,學生,A,"児童, 生徒, 学生"
19755,학생증,명,명사,名詞,學生證,B,学生証
4172,학술,명,명사,名詞,學術,C,学術
2564,학습,명,명사,名詞,學習,B,学習
3339,학용품,명,명사,名詞,學用品,C,学用品
3451,학원,명,명사,名詞,學院,B,"学院, 学園, 学校"
5305,학위,명,명사,名詞,學位,C,学位
1875,학자,명,명사,名詞,學者,C,学者
6720,학점,명,명사,名詞,學點,C,単位
27,한,"관, 명","관형사, 명사","冠形詞, 名詞","恨, 限",A,一
3381,한가운데,명,명사,名詞,,C,"真ん中, 真っ直中・真っ只中, 真っ盛り"
6721,한가하다,형,형용사,形容詞,閑暇-,C,暇だ
,한강,고,고유 명사,固有名詞,漢江,A,漢江
10329,한겨울,명,명사,名詞,,C,真冬
6160,한결,부,부사,副詞,,C,"一層, 一際, 一段と"
1003,한계,명,명사,名詞,限界,C,限界
5432,한구석,명,명사,名詞,,C,"片隅, 隅っこ"
,한국,고,고유 명사,固有名詞,韓國,A,韓国
6930,한국말,명,명사,名詞,韓國-,A,韓国語
2642,한국어,명,명사,名詞,韓國語,A,韓国語
8267,한국적,명,명사,名詞,韓國的,B,韓国的
1267,한글,명,명사,名詞,,A,"ハングル
"
22156,한글날,명,명사,名詞,,C,ハングルの日
2274,한꺼번에,부,부사,副詞,,B,"一度に, 一時に, 一気に, 一遍に"
7956,한낮,명,명사,名詞,,C,真昼
4750,한눈,명,명사,名詞,~에 반하다,C,"一見, 一目"
8985,한데,부,부사,副詞,,C,"ところで,さて"
2516,한동안,명,명사,名詞,,B,一時
1712,한두,관,관형사,冠形詞,,B,"一二, 一つ二つ"
9855,한둘,수,수사,数詞,,B,"一二, 一つ二つ"
1713,한때,명,명사,名詞,,C,"一時, 一切り"
,한라산,고,고유 명사,固有名詞,漢拏山,B,漢拏山
804,한마디,명,명사,名詞,,C,一言
4110,한문,명,명사,名詞,漢文,C,漢文
,한반도,고,고유 명사,固有名詞,韓半島,C,韓半島
7417,한밤중,명,명사,名詞,-中,C,"真夜中, 夜中, 深夜"
382,한번,명,명사,名詞,-番,A,一度
2614,한복,명,명사,名詞,韓服,A,韓服
4479,한순간,명,명사,名詞,-瞬間,C,"一瞬, 刹那"
2227,한숨,명,명사,名詞,~을 쉬다,B,溜め息
22159,한식,명,명사,名詞,韓食,C,韓国料理
6163,한여름,명,명사,名詞,,C,"真夏, 盛夏"
2643,한자,명,명사,名詞,漢字,A,漢字
5067,한잔,명,명사,名詞,-盞,B,一杯
6507,한잔하다,동,동사,動詞,­盞-,B,一杯する
3382,한정되다,동,동사,動詞,限定-,C,"限定される, 限られる"
8613,한정하다,동,동사,動詞,限定-,C,"限定する, 限る"
1511,한쪽,명,명사,名詞,,B,"一方, 片方, 片側"
1612,한참,명,명사,名詞,,B,"暫く・姑く, 当分, 長い間"
3615,한창,부,부사,副詞,,C,"盛り, 盛んに, 最中に, 真っ盛り"
4574,한층,부,부사,副詞,-層,C,"一層, 更に"
635,한편,"부, 명","부사, 명사","副詞, 名詞",-便,B,"味方, 仲間"
10331,한평생,명,명사,名詞,-平生,C,"一生, 終生, 生涯, 一生涯"
5433,한하다,동,동사,動詞,限-,C,限る
536,할머니,명,명사,名詞,,A,"御祖母さん, 祖母"
682,할아버지,명,명사,名詞,,A,"御祖父さん, 祖父"
7958,할인,명,명사,名詞,割引,B,割引
95,함께,부,부사,副詞,,A,"一緒に, 共に"
6508,함께하다,동,동사,動詞,,C,"一緒にする, 共にする"
2754,함부로,부,부사,副詞,,B,"無闇に・無暗に, 矢鱈に"
6725,합격,명,명사,名詞,合格,B,合格
6509,합격하다,동,동사,動詞,合格-,C,"合格する, 受かる"
3302,합리적,명,명사,名詞,合理的,C,合理的
2817,합치다,동,동사,動詞,合-,B,"合わせる, 合する"
6337,합하다,동,동사,動詞,合-,C,"合わせる, 合する"
6165,항공,명,명사,名詞,航空,C,航空
5694,항공기,명,명사,名詞,航空機,C,航空機
4030,항구,명,명사,名詞,港口,C,港
754,항상,부,부사,副詞,恒常,A,常に
3059,항의,명,명사,名詞,抗議,C,抗議
755,해,"의, 명","의존 명사, 명사","依存名詞, 名詞",害,A,"日, 太陽"
1968,해결,명,명사,名詞,解決,B,解決
3170,해결되다,동,동사,動詞,解決-,C,解決される
1147,해결하다,동,동사,動詞,解決-,B,解決する
3900,해군,명,명사,名詞,海軍,C,海軍
3383,해내다,동,동사,動詞,,C,"遣っ付ける, 打ち負かす"
5435,해답,명,명사,名詞,解答,C,解答
3060,해당,명,명사,名詞,該當,C,"当該, 当"
3557,해당되다,동,동사,動詞,該當-,C,該当する
2186,해당하다,동,동사,動詞,該當-,C,該当する
5995,해롭다,형,형용사,形容詞,害-,C,有害だ
2540,해마다,부,부사,副詞,,B,毎年
9859,해물,명,명사,名詞,海物,C,"海産物, 海鮮, 海幸, 海の幸"
2911,해석,명,명사,名詞,"解析, 解釋",B,解釈
3304,해석하다,동,동사,動詞,解釋-,C,解釈する
4955,해설,명,명사,名詞,解說,C,解説
4247,해소,명,명사,名詞,解消,C,解消
5436,해소하다,동,동사,動詞,解消-,C,解消する
10333,해수욕장,명,명사,名詞,海水浴場,C,海水浴場
3616,해안,명,명사,名詞,海岸,C,海岸
1387,해외,명,명사,名詞,海外,B,海外
9409,해외여행,명,명사,名詞,海外旅行,B,海外旅行
1914,핵,명,명사,名詞,核,C,核
1802,핵심,명,명사,名詞,核心,C,核心
6339,핸드백,명,명사,名詞,handbag,C,ハンドバッグ
10334,핸드폰,명,명사,名詞,hand phone,A,"携帯電話, 携帯"
8275,햄,명,명사,名詞,ham,C,ハム
6340,햄버거,명,명사,名詞,hamburger,A,ハンバーガー
4751,햇볕,명,명사,名詞,,B,"日差し, 天日, 日光"
2949,햇빛,명,명사,名詞,,B,"日差し, 日光"
2489,햇살,명,명사,名詞,,B,"日差し, 日光"
445,행동,명,명사,名詞,行動,B,行動
2429,행동하다,동,동사,動詞,行動-,B,"行動する, 振る舞う"
1969,행복,명,명사,名詞,幸福,B,幸福
1891,행복하다,형,형용사,形容詞,幸福-,B,"幸せだ, 幸福だ"
1138,행사,명,명사,名詞,"行事, 行使",B,行事
4575,행운,명,명사,名詞,幸運,C,幸運
521,행위,명,명사,名詞,行爲,C,"行為, 行動, 振る舞い"
4319,행하다,동,동사,動詞,行-,C,"行う, 為す, 遣る"
4248,행해지다,동,동사,動詞,行-,C,
3136,향,명,명사,名詞,香,C,香
2755,향기,명,명사,名詞,香氣,B,"香り, 香気"
3171,향상,명,명사,名詞,向上,C,向上
8619,향상되다,동,동사,動詞,向上-,C,向上する
4393,향수,명,명사,名詞,香水,B,香水
419,향하다,동,동사,動詞,向-,B,"向かう, 向く, 対する"
3452,허가,명,명사,名詞,許可,C,許可
5839,허락,명,명사,名詞,許諾,C,"許諾, 許し"
5437,허락하다,동,동사,動詞,許諾-,C,"許諾する, 許す"
1082,허리,명,명사,名詞,,A,腰
4032,허용,명,명사,名詞,許容,C,許容
4394,허용되다,동,동사,動詞,許容-,C,"許容される, 許される"
2882,허용하다,동,동사,動詞,許容-,B,"許容する, 許す"
10337,허허,부,부사,副詞,,C,はは
4956,헌,관,관형사,冠形詞,,B,"古い, 古"
3453,헤매다,동,동사,動詞,,C,"さ迷う・彷徨う, 彷徨く"
